date                   ,end_date               ,label
2020-03-13 16:35:12.059,2020-03-13 16:35:35.879,Couloir principal
2020-03-13 16:35:37.192,2020-03-13 16:41:58.323,Coin cuisine
2020-03-13 16:41:58.323,2020-03-13 16:42:07.478,Couloir principal
2020-03-13 16:42:07.478,2020-03-13 16:42:14.448,Coin cuisine
2020-03-13 16:42:14.448,2020-03-13 16:44:06.948,Toilette
2020-03-13 16:44:48.685,2020-03-13 16:44:52.591,Salon
2020-03-13 16:44:52.591,2020-03-13 16:44:56.988,Toilette
2020-03-13 16:44:55.296,2020-03-13 16:45:00.067,Salle de bain
2020-03-13 16:44:56.988,2020-03-13 16:45:01.765,Salon
2020-03-13 16:45:00.067,2020-03-13 16:45:06.540,Couloir principal
2020-03-13 16:45:06.540,2020-03-13 16:45:10.834,Salon
2020-03-13 16:45:07.506,2020-03-13 16:45:11.956,Coin cuisine
2020-03-13 16:45:11.956,2020-03-13 16:45:48.767,Salon
2020-03-13 16:47:56.749,2020-03-13 16:49:02.248,Coin cuisine
2020-03-13 16:49:02.248,2020-03-13 16:49:10.569,Placard cuisine
2020-03-13 16:49:08.978,2020-03-13 16:49:18.414,Coin cuisine
2020-03-13 16:49:10.569,2020-03-13 16:49:43.094,Placard cuisine
2020-03-13 16:49:18.414,2020-03-13 16:49:44.809,Coin cuisine
2020-03-13 16:49:43.094,2020-03-13 16:53:51.128,Réfrigérateur
2020-03-13 16:53:51.128,2020-03-13 16:54:43.885,Coin cuisine
2020-03-13 16:54:43.885,2020-03-13 16:54:56.670,Salon
2020-03-13 16:54:52.252,2020-03-13 16:54:58.213,Coin cuisine
2020-03-13 16:54:58.213,2020-03-13 16:56:33.791,Salon
2020-03-13 16:56:33.791,2020-03-13 16:56:48.434,Coin cuisine
2020-03-13 16:56:48.434,2020-03-13 17:07:39.543,Salon
2020-03-13 17:07:39.543,2020-03-13 17:07:49.008,Coin cuisine
2020-03-13 17:07:49.008,2020-03-13 17:30:57.051,Salon
2020-03-13 17:46:25.947,2020-03-13 17:46:46.504,Coin cuisine
2020-03-13 17:46:46.504,2020-03-13 17:46:52.399,Couloir principal
2020-03-13 17:46:49.602,2020-03-13 17:46:58.044,Coin cuisine
2020-03-13 17:46:58.044,2020-03-13 17:46:59.404,Couloir principal
2020-03-13 17:47:11.979,2020-03-13 17:48:10.658,Couloir principal
2020-03-13 18:53:16.720,2020-03-13 18:53:19.062,Salon
2020-03-13 18:53:18.098,2020-03-13 18:53:20.176,Couloir principal
2020-03-13 18:53:19.062,2020-03-13 18:53:25.377,Toilette
2020-03-13 18:53:25.377,2020-03-13 18:53:25.679,Coin cuisine
2020-03-13 18:53:25.679,2020-03-13 18:53:30.236,Couloir principal
2020-03-13 18:53:29.023,2020-03-13 18:53:39.282,Toilette
2020-03-13 18:53:30.236,2020-03-13 18:54:12.329,Coin cuisine
2020-03-13 18:53:39.282,2020-03-13 18:54:23.922,Salon
2020-03-13 18:54:23.922,2020-03-13 18:54:26.793,Coin cuisine
2020-03-13 18:54:26.793,2020-03-13 18:54:48.333,Toilette
2020-03-13 18:54:48.333,2020-03-13 18:55:04.683,Coin cuisine
2020-03-13 18:55:04.683,2020-03-13 18:55:09.632,Couloir principal
2020-03-13 18:55:09.632,2020-03-13 18:55:50.566,Salle de bain
2020-03-13 18:56:51.998,2020-03-13 18:59:21.286,Toilette
2020-03-13 18:59:21.286,2020-03-13 19:00:01.743,Salle de bain
2020-03-13 18:59:59.588,2020-03-13 19:00:06.457,Couloir principal
2020-03-13 19:10:57.113,2020-03-13 19:11:30.581,Salon
2020-03-13 19:11:50.325,2020-03-13 19:17:50.906,Coin cuisine
2020-03-13 19:17:50.906,2020-03-13 19:18:58.771,Réfrigérateur
2020-03-13 19:18:58.771,2020-03-13 19:19:15.997,Coin cuisine
2020-03-13 19:19:15.997,2020-03-13 19:19:24.884,Placard cuisine
2020-03-13 20:13:28.687,2020-03-13 20:14:50.148,Coin cuisine
2020-03-13 20:14:50.148,2020-03-13 20:14:56.610,Placard cuisine
2020-03-13 20:14:56.610,2020-03-13 20:17:31.444,Coin cuisine
2020-03-13 20:17:57.108,2020-03-13 20:18:04.022,Réfrigérateur
2020-03-13 20:18:19.156,2020-03-13 20:24:13.223,Coin cuisine
2020-03-13 20:24:13.223,2020-03-13 20:24:37.130,Placard cuisine
2020-03-13 20:24:37.130,2020-03-13 20:24:49.552,Coin cuisine
2020-03-13 20:24:49.552,2020-03-13 20:25:41.682,Placard cuisine
2020-03-13 20:25:41.682,2020-03-13 20:28:55.262,Coin cuisine
2020-03-13 20:28:55.262,2020-03-13 20:29:30.930,Couloir principal
2020-03-13 20:29:30.930,2020-03-13 20:31:52.305,Chambre à coucher
2020-03-13 20:29:38.867,2020-03-13 20:31:58.907,Couloir principal
2020-03-13 20:32:12.364,2020-03-13 20:38:42.025,Coin cuisine
2020-03-13 20:38:42.025,2020-03-13 20:38:49.676,Couloir principal
2020-03-13 20:38:49.676,2020-03-13 20:39:06.685,Couloir principal
2020-03-13 20:40:29.328,2020-03-13 20:41:59.944,Coin cuisine
2020-03-13 20:41:59.944,2020-03-13 20:42:12.047,Placard cuisine
2020-03-13 20:42:12.047,2020-03-13 20:42:12.167,Coin cuisine
2020-03-13 21:22:18.234,2020-03-13 21:22:26.678,Coin cuisine
2020-03-13 21:22:19.605,2020-03-13 21:22:28.535,Placard cuisine
2020-03-13 21:22:28.535,2020-03-13 21:22:30.388,Coin cuisine
2020-03-13 21:48:50.885,2020-03-13 21:50:13.498,Coin cuisine
2020-03-13 21:50:13.498,2020-03-14 00:10:18.990,Salon
2020-03-14 00:10:18.990,2020-03-14 00:10:31.159,Coin cuisine
2020-03-14 00:10:26.371,2020-03-14 00:10:47.905,Couloir principal
2020-03-14 00:10:47.905,2020-03-14 00:13:54.041,Toilette
2020-03-14 00:14:09.787,2020-03-14 00:21:44.871,Chambre à coucher
2020-03-14 00:21:44.871,2020-03-14 00:22:05.412,Couloir principal
2020-03-14 00:22:05.412,2020-03-14 00:25:58.594,Coin cuisine
2020-03-14 00:31:50.064,2020-03-14 07:27:35.927,Chambre à coucher
2020-03-14 07:27:35.927,2020-03-14 07:29:33.640,Toilette
2020-03-14 07:29:33.640,2020-03-14 08:15:39.702,Chambre à coucher
2020-03-14 08:15:39.702,2020-03-14 08:16:18.568,Couloir principal
2020-03-14 08:16:04.460,2020-03-14 08:16:20.180,Coin cuisine
2020-03-14 08:16:18.568,2020-03-14 08:16:26.774,Couloir principal
2020-03-14 08:16:26.774,2020-03-14 08:16:27.400,Chambre à coucher
2020-03-14 08:16:42.013,2020-03-14 08:17:42.224,Coin cuisine
2020-03-14 08:17:42.224,2020-03-14 08:18:04.672,Couloir principal
2020-03-14 08:18:02.185,2020-03-14 08:18:07.481,Coin cuisine
2020-03-14 08:18:07.481,2020-03-14 08:18:28.395,Chambre 2
2020-03-14 08:27:14.796,2020-03-14 08:30:03.370,Coin cuisine
2020-03-14 08:30:03.370,2020-03-14 08:30:13.326,Placard cuisine
2020-03-14 08:30:13.326,2020-03-14 08:31:54.365,Coin cuisine
2020-03-14 08:31:54.365,2020-03-14 08:32:03.948,Placard cuisine
2020-03-14 08:32:03.948,2020-03-14 08:38:48.676,Coin cuisine
2020-03-14 08:38:48.676,2020-03-14 08:39:19.191,Placard cuisine
2020-03-14 08:39:19.191,2020-03-14 08:41:29.412,Coin cuisine
2020-03-14 08:51:28.676,2020-03-14 08:51:32.594,Réfrigérateur
2020-03-14 08:51:46.884,2020-03-14 09:03:02.596,Coin cuisine
2020-03-14 09:03:05.944,2020-03-14 09:03:07.857,Placard cuisine
2020-03-14 09:03:07.857,2020-03-14 09:05:59.269,Coin cuisine
2020-03-14 09:03:11.505,2020-03-14 09:08:57.594,Réfrigérateur
2020-03-14 09:08:57.594,2020-03-14 09:18:29.395,Coin cuisine
2020-03-14 09:18:29.395,2020-03-14 09:18:47.825,Couloir principal
2020-03-14 09:18:34.234,2020-03-14 09:23:00.780,Chambre à coucher
2020-03-14 09:18:47.825,2020-03-14 09:23:20.444,Toilette
2020-03-14 09:23:20.444,2020-03-14 09:24:35.528,Chambre à coucher
2020-03-14 09:27:02.350,2020-03-14 09:27:12.882,Couloir principal
2020-03-14 09:27:04.039,2020-03-14 09:27:19.135,Chambre à coucher
2020-03-14 09:27:19.135,2020-03-14 09:35:18.114,Coin cuisine
2020-03-14 09:35:36.139,2020-03-14 09:48:50.762,Salon
2020-03-14 09:49:03.078,2020-03-14 09:49:28.731,Coin cuisine
2020-03-14 09:49:40.903,2020-03-14 10:03:32.232,Salon
2020-03-14 10:03:32.232,2020-03-14 10:03:54.245,Terrasse
2020-03-14 10:03:54.245,2020-03-14 10:03:56.148,Salon
2020-03-14 10:05:04.146,2020-03-14 10:19:48.708,Coin cuisine
2020-03-14 10:19:48.708,2020-03-14 10:25:06.399,Couloir principal
2020-03-14 10:25:06.399,2020-03-14 11:02:29.066,Chambre à coucher
2020-03-14 11:02:29.066,2020-03-14 11:04:46.333,Couloir principal
2020-03-14 11:04:46.333,2020-03-14 11:04:56.775,Coin cuisine
2020-03-14 11:05:23.375,2020-03-14 11:06:15.112,Salon
2020-03-14 11:06:15.112,2020-03-14 11:06:36.375,Coin cuisine
2020-03-14 11:06:26.522,2020-03-14 11:09:14.039,Couloir principal
2020-03-14 11:09:14.039,2020-03-14 11:10:03.407,Chambre 2
2020-03-14 12:03:03.456,2020-03-14 12:05:34.573,Couloir principal
2020-03-14 12:05:34.573,2020-03-14 12:09:54.240,Coin cuisine
2020-03-14 12:09:54.240,2020-03-14 12:11:13.696,Réfrigérateur
2020-03-14 12:51:39.093,2020-03-14 13:07:41.361,Coin cuisine
2020-03-14 13:07:37.488,2020-03-14 13:07:43.414,Réfrigérateur
2020-03-14 13:07:43.414,2020-03-14 13:21:45.048,Coin cuisine
2020-03-14 13:21:45.048,2020-03-14 13:21:49.934,Placard cuisine
2020-03-14 13:21:49.934,2020-03-14 13:23:00.593,Coin cuisine
2020-03-14 13:23:00.593,2020-03-14 13:23:52.361,Placard cuisine
2020-03-14 13:23:01.983,2020-03-14 13:24:03.941,Coin cuisine
2020-03-14 13:23:52.361,2020-03-14 13:24:22.404,Réfrigérateur
2020-03-14 13:24:22.404,2020-03-14 13:33:27.544,Coin cuisine
2020-03-14 13:33:29.662,2020-03-14 13:33:36.452,Couloir principal
2020-03-14 13:33:31.495,2020-03-14 13:34:13.665,Chambre 2
2020-03-14 13:34:13.665,2020-03-14 13:35:06.101,Couloir principal
2020-03-14 13:37:24.807,2020-03-14 13:46:09.452,Chambre à coucher
2020-03-14 13:46:09.452,2020-03-14 13:49:00.127,Toilette
2020-03-14 13:49:00.127,2020-03-14 13:50:21.910,Couloir principal
2020-03-14 13:50:21.910,2020-03-14 13:50:43.594,Coin cuisine
2020-03-14 13:50:30.056,2020-03-14 13:51:03.092,Terrasse
2020-03-14 13:51:03.092,2020-03-14 13:52:08.348,Coin cuisine
2020-03-14 13:52:08.348,2020-03-14 13:54:16.545,Couloir principal
2020-03-14 13:54:16.545,2020-03-14 13:56:46.919,Chambre à coucher
2020-03-14 13:56:46.919,2020-03-14 20:26:24.560,Sortie de maison
2020-03-14 20:26:24.560,2020-03-14 20:27:19.515,Chambre à coucher
2020-03-14 20:28:20.317,2020-03-14 20:29:48.481,Couloir principal
2020-03-14 20:29:48.481,2020-03-14 20:35:03.924,Coin cuisine
2020-03-14 20:35:04.937,2020-03-14 20:38:37.315,Couloir principal
2020-03-14 20:38:42.258,2020-03-14 20:40:13.359,Coin cuisine
2020-03-14 20:40:13.359,2020-03-14 20:41:59.662,Réfrigérateur
2020-03-14 20:41:59.662,2020-03-14 20:41:59.782,Coin cuisine
2020-03-14 20:41:59.782,2020-03-14 20:45:29.483,Réfrigérateur
2020-03-14 20:45:29.483,2020-03-14 20:45:47.528,Coin cuisine
2020-03-14 20:45:47.528,2020-03-14 20:47:14.488,Réfrigérateur
2020-03-14 20:47:14.488,2020-03-14 20:48:29.996,Coin cuisine
2020-03-14 20:48:31.507,2020-03-14 20:48:34.873,Placard cuisine
2020-03-14 20:48:36.428,2020-03-14 20:48:41.848,Coin cuisine
2020-03-14 20:48:41.848,2020-03-14 20:48:47.774,Placard cuisine
2020-03-14 20:48:47.774,2020-03-14 20:49:50.112,Coin cuisine
2020-03-14 20:49:50.112,2020-03-14 20:50:13.566,Placard cuisine
2020-03-14 20:50:13.566,2020-03-14 20:50:47.739,Coin cuisine
2020-03-14 20:50:54.181,2020-03-14 20:51:19.308,Réfrigérateur
2020-03-14 21:45:17.894,2020-03-14 21:45:27.897,Coin cuisine
2020-03-14 22:18:59.353,2020-03-14 22:40:05.057,Coin cuisine
2020-03-14 22:39:58.678,2020-03-14 22:42:13.135,Couloir principal
2020-03-14 22:40:05.057,2020-03-14 22:42:17.050,Toilette
2020-03-14 22:42:13.135,2020-03-14 22:42:38.182,Chambre à coucher
2020-03-14 22:42:17.050,2020-03-14 22:42:43.525,Couloir principal
2020-03-14 22:42:38.182,2020-03-14 22:43:15.053,Coin cuisine
2020-03-14 22:42:43.525,2020-03-15 01:03:59.138,Salon
2020-03-15 01:03:59.138,2020-03-15 01:09:12.007,Coin cuisine
2020-03-15 01:09:12.007,2020-03-15 01:09:45.681,Couloir principal
2020-03-15 01:22:07.134,2020-03-15 01:27:11.978,Chambre à coucher
2020-03-23 15:40:51.135,2020-03-23 15:41:01.172,Salle de bain
2020-03-23 15:41:01.172,2020-03-23 15:41:01.532,Terrasse
2020-03-23 15:41:07.878,2020-03-23 15:41:08.744,Réfrigérateur
2020-03-23 15:41:23.553,2020-03-23 15:41:25.232,Toilette
2020-03-23 15:41:29.384,2020-03-23 15:41:32.721,Chambre à coucher
2020-03-23 15:41:46.495,2020-03-23 15:41:48.359,Placard cuisine
2020-03-23 15:41:56.036,2020-03-23 15:45:28.204,Coin cuisine
2020-03-23 15:45:21.653,2020-03-23 15:47:07.344,Couloir principal
2020-03-23 15:47:07.344,2020-03-23 15:48:40.544,Chambre à coucher
2020-03-23 16:30:24.072,2020-03-23 16:37:57.980,Terrasse
2020-03-23 16:37:57.980,2020-03-23 16:37:58.099,Coin cuisine
2020-03-23 16:37:58.099,2020-03-23 16:38:10.066,Placard cuisine
2020-03-23 16:38:10.066,2020-03-23 16:58:48.440,Coin cuisine
2020-03-23 16:58:48.440,2020-03-23 16:59:00.317,Couloir principal
2020-03-23 16:59:00.317,2020-03-23 17:00:32.058,Toilette
2020-03-23 17:00:32.058,2020-03-23 17:01:07.482,Couloir principal
2020-03-23 17:37:50.312,2020-03-23 17:38:12.765,Couloir principal
2020-03-23 17:38:15.344,2020-03-23 17:42:21.355,Coin cuisine
2020-03-23 18:05:55.307,2020-03-23 18:07:07.720,Coin cuisine
2020-03-23 18:05:57.378,2020-03-23 18:07:11.762,Couloir principal
2020-03-23 18:07:11.762,2020-03-23 18:12:50.144,Coin cuisine
2020-03-23 18:12:53.062,2020-03-23 18:13:01.525,Couloir principal
2020-03-23 19:50:00.703,2020-03-23 19:50:16.637,Couloir principal
2020-03-23 19:50:16.637,2020-03-23 19:50:28.837,Chambre à coucher
2020-03-23 19:50:28.837,2020-03-23 19:53:06.493,Couloir principal
2020-03-23 19:53:06.493,2020-03-23 19:55:26.143,Couloir principal
2020-03-23 19:55:26.143,2020-03-23 19:57:20.213,Couloir principal
2020-03-23 19:57:20.213,2020-03-23 19:57:23.120,Coin cuisine
2020-03-23 19:57:23.120,2020-03-23 20:05:57.100,Terrasse
2020-03-23 20:01:06.676,2020-03-23 20:06:18.509,Réfrigérateur
2020-03-23 20:06:18.509,2020-03-23 20:06:23.422,Coin cuisine
2020-03-23 20:06:23.422,2020-03-23 20:06:35.465,Placard cuisine
2020-03-23 20:06:28.159,2020-03-23 20:06:39.134,Coin cuisine
2020-03-23 20:06:35.465,2020-03-23 20:07:37.274,Placard cuisine
2020-03-23 20:07:37.274,2020-03-23 20:08:52.197,Coin cuisine
2020-03-23 20:08:52.197,2020-03-23 20:09:31.767,Placard cuisine
2020-03-23 20:08:53.239,2020-03-23 20:09:47.062,Coin cuisine
2020-03-23 20:09:31.767,2020-03-23 20:10:02.245,Placard cuisine
2020-03-23 20:09:47.062,2020-03-23 20:10:32.589,Coin cuisine
2020-03-23 20:10:02.245,2020-03-23 20:10:46.371,Réfrigérateur
2020-03-23 20:10:46.371,2020-03-23 20:10:49.407,Coin cuisine
2020-03-23 22:30:34.651,2020-03-23 22:32:14.949,Couloir principal
2020-03-23 22:30:37.564,2020-03-23 22:32:27.302,Toilette
2020-03-23 22:32:27.302,2020-03-23 22:33:34.357,Chambre à coucher
2020-03-23 22:33:34.357,2020-03-23 22:34:06.935,Couloir principal
2020-03-23 23:15:38.408,2020-03-23 23:16:16.914,Couloir principal
2020-03-23 23:16:14.630,2020-03-23 23:16:42.216,Coin cuisine
2020-03-23 23:16:42.216,2020-03-23 23:21:50.129,Toilette
2020-03-23 23:26:54.663,2020-03-24 03:23:28.034,Chambre à coucher
2020-03-24 03:23:28.034,2020-03-24 03:25:27.749,Toilette
2020-03-24 03:25:27.749,2020-03-24 07:52:08.861,Chambre à coucher
2020-03-24 07:52:08.861,2020-03-24 07:56:34.545,Couloir principal
2020-03-24 07:56:34.545,2020-03-24 07:56:46.155,Coin cuisine
2020-03-24 07:57:18.257,2020-03-24 07:58:13.460,Coin cuisine
2020-03-24 07:58:13.460,2020-03-24 07:58:37.864,Réfrigérateur
2020-03-24 07:58:37.864,2020-03-24 08:04:27.256,Coin cuisine
2020-03-24 08:04:27.256,2020-03-24 08:05:33.586,Placard cuisine
2020-03-24 08:05:28.642,2020-03-24 08:05:48.175,Coin cuisine
2020-03-24 08:05:33.586,2020-03-24 08:06:47.464,Placard cuisine
2020-03-24 08:06:47.464,2020-03-24 08:17:18.731,Coin cuisine
2020-03-24 08:17:22.138,2020-03-24 08:17:58.138,Couloir principal
2020-03-24 08:18:01.836,2020-03-24 08:19:34.127,Coin cuisine
2020-03-24 08:19:34.127,2020-03-24 08:20:11.652,Placard cuisine
2020-03-24 08:20:11.652,2020-03-24 08:21:11.672,Coin cuisine
2020-03-24 08:21:11.672,2020-03-24 08:34:05.169,Terrasse
2020-03-24 08:34:05.169,2020-03-24 08:43:43.390,Coin cuisine
2020-03-24 08:43:43.390,2020-03-24 08:44:15.846,Réfrigérateur
2020-03-24 09:46:16.561,2020-03-24 09:46:19.107,Coin cuisine
2020-03-24 09:46:17.525,2020-03-24 09:46:39.010,Couloir principal
2020-03-24 09:46:19.107,2020-03-24 09:48:38.356,Chambre à coucher
2020-03-24 09:46:39.010,2020-03-24 09:51:10.146,Toilette
2020-03-24 09:51:10.146,2020-03-24 09:51:24.297,Chambre à coucher
2020-03-24 09:53:19.927,2020-03-24 10:54:06.473,Chambre à coucher
2020-03-24 10:54:06.473,2020-03-24 11:00:42.051,Toilette
2020-03-24 11:00:42.051,2020-03-24 11:00:47.457,Couloir principal
2020-03-24 11:00:47.457,2020-03-24 11:01:53.241,Coin cuisine
2020-03-24 11:00:52.567,2020-03-24 11:02:53.912,Terrasse
2020-03-24 11:01:53.241,2020-03-24 11:03:00.031,Coin cuisine
2020-03-24 11:03:00.031,2020-03-24 11:03:11.006,Couloir principal
2020-03-24 11:09:19.506,2020-03-24 13:03:28.808,Sortie de maison
2020-03-24 13:03:33.215,2020-03-24 13:04:31.743,Chambre à coucher
2020-03-24 13:11:19.520,2020-03-24 13:13:27.934,Chambre à coucher
2020-03-24 13:13:27.934,2020-03-24 13:15:08.913,Couloir principal
2020-03-24 13:15:08.913,2020-03-24 13:16:08.035,Coin cuisine
2020-03-24 13:15:16.761,2020-03-24 13:16:23.702,Terrasse
2020-03-24 14:01:37.337,2020-03-24 14:01:50.638,Réfrigérateur
2020-03-24 15:25:06.107,2020-03-24 15:25:10.496,Placard cuisine
2020-03-24 15:25:10.496,2020-03-24 15:26:20.631,Coin cuisine
2020-03-24 15:26:20.631,2020-03-24 15:30:11.217,Couloir principal
2020-03-24 15:26:23.702,2020-03-24 15:34:44.161,Chambre à coucher
2020-03-24 15:30:11.217,2020-03-24 15:34:55.378,Couloir principal
2020-03-24 15:34:55.378,2020-03-24 15:40:23.475,Coin cuisine
2020-03-24 15:55:01.673,2020-03-24 16:04:21.937,Coin cuisine
2020-03-24 16:04:27.400,2020-03-24 16:04:47.287,Coin cuisine
2020-03-24 16:42:16.880,2020-03-24 16:46:13.332,Coin cuisine
2020-03-24 16:46:14.323,2020-03-24 16:48:20.950,Couloir principal
2020-03-24 16:46:15.746,2020-03-24 16:48:26.730,Salle de bain
2020-03-24 16:48:20.950,2020-03-24 16:48:29.438,Couloir principal
2020-03-24 16:48:32.817,2020-03-24 16:56:59.131,Coin cuisine
2020-03-24 17:56:57.779,2020-03-24 17:59:13.005,Couloir principal
2020-03-24 19:07:33.980,2020-03-24 19:07:40.043,Couloir principal
2020-03-24 19:07:40.043,2020-03-24 19:08:50.140,Toilette
2020-03-24 19:10:03.975,2020-03-24 19:11:09.032,Chambre à coucher
2020-03-24 19:11:09.032,2020-03-24 19:11:29.812,Couloir principal
2020-03-24 19:11:29.812,2020-03-24 19:11:50.645,Coin cuisine
2020-03-24 19:11:58.592,2020-03-24 19:13:49.847,Couloir principal
2020-03-24 19:13:50.956,2020-03-24 19:15:39.985,Coin cuisine
2020-03-24 19:15:39.985,2020-03-24 19:16:29.111,Placard cuisine
2020-03-24 19:15:55.500,2020-03-24 19:18:16.116,Réfrigérateur
2020-03-24 19:18:16.116,2020-03-24 19:29:07.143,Coin cuisine
2020-03-24 19:29:07.143,2020-03-24 19:29:16.279,Placard cuisine
2020-03-24 19:29:16.279,2020-03-24 19:34:28.472,Coin cuisine
2020-03-24 19:34:28.472,2020-03-24 19:34:58.496,Réfrigérateur
2020-03-24 19:34:58.496,2020-03-24 19:37:24.943,Coin cuisine
2020-03-24 19:37:24.943,2020-03-24 19:38:41.911,Placard cuisine
